StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q5,Q16,Q18,Q17,Q20,Q19,Q21,Q22,Q24,Q23,Q26,Q25,Q27,Q29,Q30,Q28,Q9,Q10,Q11,Q12,Q13_1
2021-11-11 18:37:31,2021-11-11 18:38:46,IP Address,65.112.8.20,100,75,True,2021-11-11 18:38:47,R_2sdUp4t8Xu9QFau,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,No,,,,Somewhat more likely,Much less likely,Somewhat more likely,,,,,,,,,,,,,Single,White,Male,Somewhat Conservative,7
2021-11-11 18:38:21,2021-11-11 18:38:59,IP Address,65.112.8.22,100,38,True,2021-11-11 18:39:00,R_2EymzgAEM6EG0Vq,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,Single,Black or African American,Female,Very Liberal,6
2021-11-11 18:38:51,2021-11-11 18:39:26,IP Address,174.196.192.247,100,34,True,2021-11-11 18:39:26,R_2cdaYGbVFM3oT0H,,,,,42.34979248046875,-71.07649993896484375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,,,,Much more likely,Somewhat less likely,Somewhat less likely,,,,Single,White,Male,Moderate,6.4
2021-11-11 18:41:47,2021-11-11 18:42:32,IP Address,65.112.8.27,100,44,True,2021-11-11 18:42:32,R_uyJ0F3pmpito6Gt,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Only now and then,Yes,,,,,,,,,,Somewhat more likely,Somewhat less likely,Much less likely,,,,,,,Single,White,Female,Somewhat Liberal,7.5
2021-11-11 18:41:50,2021-11-11 18:42:50,IP Address,65.112.8.31,100,60,True,2021-11-11 18:42:51,R_3oMGzcKRzuEieWE,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,,,,Much less likely,Much less likely,Much more likely,Single,Asian/Pacific Islander,Female,Very Liberal,1.5
2021-11-11 18:42:13,2021-11-11 18:44:06,IP Address,65.112.8.21,100,113,True,2021-11-11 18:44:07,R_1TZ5YfiSiJs583v,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Only now and then,No,Much less likely,Somewhat less likely,Unchanged,,,,,,,,,,,,,,,,Single,White,Male,Somewhat Liberal,10
2021-11-11 18:43:51,2021-11-11 18:44:43,IP Address,65.112.8.50,100,51,True,2021-11-11 18:44:43,R_28HisUTJ2LdAegl,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Only now and then,Yes,,,,Much less likely,Somewhat more likely,Much less likely,,,,,,,,,,,,,Single,White,Female,Very Liberal,7.5
2021-11-11 18:45:17,2021-11-11 18:46:05,IP Address,65.112.8.57,100,47,True,2021-11-11 18:46:05,R_1HoBdVqVGGLh86o,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Only now and then,Yes,,,,,,,Unchanged,Much less likely,Somewhat less likely,,,,,,,,,,Single,White,Female,Somewhat Liberal,5.9
2021-11-11 18:46:43,2021-11-11 18:47:37,IP Address,65.112.8.55,100,53,True,2021-11-11 18:47:38,R_3LdTf0PAAzvAbZ7,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Only now and then,No,,,,,,,,,,,,,Unchanged,,Unchanged,,,,Single,Asian/Pacific Islander,Female,Somewhat Liberal,6.9
2021-11-11 18:49:48,2021-11-11 18:52:01,IP Address,65.112.8.20,100,132,True,2021-11-11 18:52:01,R_yKP1gVR4YRe9xRv,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,Yes,,,,Much less likely,Unchanged,Somewhat less likely,,,,,,,,,,,,,In an exclusive relationship,White,Male,Very Liberal,5
2021-11-11 18:51:39,2021-11-11 18:52:53,IP Address,65.112.8.61,100,73,True,2021-11-11 18:52:53,R_0VDJ63mpVZfidUJ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,,,,,,,Much less likely,Much less likely,Somewhat more likely,Single,White,Male,Very Liberal,6.5
2021-11-11 18:53:05,2021-11-11 18:54:04,IP Address,107.77.225.212,100,58,True,2021-11-11 18:54:04,R_NVK8W5VbM6YRMsh,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,0.89999997615814208984375,Very often,Most of the time,Yes,,,,,,,Somewhat more likely,Much less likely,Much less likely,,,,,,,,,,Single,Hispanic,Female,Very Liberal,4
2021-11-11 18:54:26,2021-11-11 18:55:09,IP Address,65.112.8.48,100,43,True,2021-11-11 18:55:10,R_2DXFc4wZvoEPLHa,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Only now and then,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,In an exclusive relationship,Asian/Pacific Islander,Female,Very Liberal,7.2
2021-11-11 18:54:41,2021-11-11 18:55:39,IP Address,65.112.8.61,100,58,True,2021-11-11 18:55:39,R_3nT49qgHjorAQFB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,,,,,,,,,,Unchanged,Somewhat less likely,Somewhat more likely,Single,White,Female,Somewhat Liberal,6.5
2021-11-11 18:55:20,2021-11-11 18:56:25,IP Address,65.112.8.26,100,64,True,2021-11-11 18:56:25,R_z8CP64JNSQYs1gJ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,Somewhat less likely,Somewhat more likely,Somewhat less likely,,,,,,,In an exclusive relationship,Other,Male,Moderate,6
2021-11-11 18:52:38,2021-11-11 19:01:11,IP Address,65.112.8.50,100,513,True,2021-11-11 19:01:11,R_3oY3NetjPHxy1uM,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,Much more likely,Somewhat less likely,Much less likely,,,,,,,Single,Hispanic,Female,Very Liberal,8
2021-11-11 19:05:45,2021-11-11 19:06:44,IP Address,76.24.29.204,100,59,True,2021-11-11 19:06:45,R_1DUtQcPDAOZZZWU,,,,,42.3686981201171875,-71.0863037109375,anonymous,EN,1,Rarely,Only now and then,Yes,,,,Somewhat less likely,Much more likely,Somewhat less likely,,,,,,,,,,,,,In an exclusive relationship,White,Male,Somewhat Conservative,7.7
2021-11-11 19:05:51,2021-11-11 19:08:53,IP Address,65.112.8.22,100,181,True,2021-11-11 19:08:53,R_1JPER1UULNTWcsg,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Only now and then,Yes,,,,,,,Unchanged,Unchanged,Unchanged,,,,,,,,,,Other,White,Male,Moderate,8.5
2021-11-11 19:07:55,2021-11-11 19:09:12,IP Address,65.112.8.21,100,77,True,2021-11-11 19:09:13,R_vpNt7kMTaEPxigx,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Only now and then,Yes,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Somewhat less likely,Other,White,Male,Somewhat Liberal,9.1
2021-11-11 19:08:15,2021-11-11 19:09:17,IP Address,65.112.8.57,100,61,True,2021-11-11 19:09:18,R_AomRWskp6ZooIaR,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,,,,Much less likely,Much less likely,Much less likely,,,,In an exclusive relationship,Asian/Pacific Islander,Male,Very Liberal,7.2
2021-11-11 19:09:24,2021-11-11 19:10:04,IP Address,65.112.8.137,100,40,True,2021-11-11 19:10:05,R_afqb0kt3hOTDIxb,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,Somewhat less likely,Unchanged,Somewhat more likely,,,,,,,,,,,,,,,,In an exclusive relationship,White,Male,Somewhat Liberal,8
2021-11-11 19:12:02,2021-11-11 19:13:01,IP Address,65.112.8.61,100,58,True,2021-11-11 19:13:01,R_3PvMUpbJ7IO1hTj,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,Much more likely,Somewhat less likely,Much less likely,,,,,,,Single,White,Male,Very Liberal,5
2021-11-11 19:12:25,2021-11-11 19:13:18,IP Address,65.112.8.26,100,53,True,2021-11-11 19:13:19,R_2uR01MrrPH7JPqL,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Only now and then,Yes,,,,Much less likely,Somewhat more likely,Unchanged,,,,,,,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Female,Very Liberal,8
2021-11-11 19:12:10,2021-11-11 19:16:52,IP Address,65.112.8.21,100,281,True,2021-11-11 19:16:52,R_2Pj7HiD2TxLwpHj,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Only now and then,Yes,,,,,,,Much more likely,Much less likely,Somewhat less likely,,,,,,,,,,In an exclusive relationship,White,Non-binary,Very Liberal,7.4
2021-11-11 19:16:08,2021-11-11 19:17:00,IP Address,65.112.8.60,100,51,True,2021-11-11 19:17:00,R_3PO9dTsxy3ATTDR,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,Yes,,,,Much less likely,Somewhat more likely,Somewhat less likely,,,,,,,,,,,,,Single,White,Female,Somewhat Liberal,7
2021-11-11 19:18:34,2021-11-11 19:19:29,IP Address,65.112.8.199,100,54,True,2021-11-11 19:19:29,R_2eXBMGs54wGE2sb,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Some of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,Single,Hispanic,Female,Very Liberal,8
2021-11-11 19:22:09,2021-11-11 19:23:49,IP Address,65.112.8.27,100,100,True,2021-11-11 19:23:50,R_2QyNLw6s1MXBDoZ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,Yes,,,,,,,,,,Somewhat more likely,Somewhat more likely,Much less likely,,,,,,,In an exclusive relationship,Other,Female,Somewhat Liberal,7
2021-11-11 19:22:08,2021-11-11 19:23:53,IP Address,65.112.8.59,100,104,True,2021-11-11 19:23:53,R_2rxr6qb7HhHib9p,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Some of the time,Yes,Somewhat less likely,Somewhat less likely,Somewhat more likely,,,,,,,,,,,,,,,,Single,Black or African American,Female,Very Liberal,6.8
2021-11-11 19:23:39,2021-11-11 19:24:05,IP Address,73.69.59.90,100,26,True,2021-11-11 19:24:05,R_1pmrVR8N4Ihhsrg,,,,,42.34979248046875,-71.07649993896484375,anonymous,EN,0.89999997615814208984375,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 19:19:37,2021-11-11 19:25:07,IP Address,107.115.17.31,100,329,True,2021-11-11 19:25:07,R_1f1aisuXQsdSoOn,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,Unchanged,Much less likely,Somewhat less likely,,,,,,,,,,Single,White,Female,Very Liberal,5.5
2021-11-11 19:26:52,2021-11-11 19:28:30,IP Address,65.112.8.61,100,97,True,2021-11-11 19:28:30,R_4InBNhOVWtpeVgJ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,Much less likely,Somewhat less likely,Much more likely,,,,,,,,,,,,,,,,In an exclusive relationship,White,Female,Very Liberal,7.5
2021-11-11 19:26:47,2021-11-11 19:28:32,IP Address,65.112.8.23,100,104,True,2021-11-11 19:28:32,R_2zBYfrceQRBxhVP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Some of the time,No,,,,Much more likely,Somewhat less likely,Somewhat more likely,,,,,,,,,,,,,Single,White,Male,Very Conservative,8.4
2021-11-11 19:30:05,2021-11-11 19:31:23,IP Address,65.112.8.59,100,78,True,2021-11-11 19:31:24,R_TjtcHMqIONeQa6R,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,No,,,,,,,,,,,,,,,,Somewhat more likely,Unchanged,Unchanged,Single,White,Female,Somewhat Conservative,7.8
2021-11-11 19:33:02,2021-11-11 19:33:41,IP Address,65.112.8.28,100,39,True,2021-11-11 19:33:41,R_yDdDrzYqBVo7kvT,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Most of the time,Yes,Much less likely,Unchanged,Much more likely,,,,,,,,,,,,,,,,Other,Asian/Pacific Islander,Male,Very Liberal,5
2021-11-11 19:32:33,2021-11-11 19:33:52,IP Address,102.129.145.186,100,79,True,2021-11-11 19:33:52,R_21AtvoZht3ma44X,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,,Sometimes,Some of the time,No,,,,,,,,,,,,,Somewhat more likely,Somewhat more likely,Much less likely,,,,Single,Asian/Pacific Islander,Female,Moderate,7
2021-11-11 19:45:02,2021-11-11 19:45:47,IP Address,65.112.8.57,100,45,True,2021-11-11 19:45:47,R_1n2BJHqpq4k9Jju,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,,,,,,,,,,Much more likely,Somewhat less likely,Much less likely,,,,,,,Single,Asian/Pacific Islander,Male,Very Liberal,6
2021-11-11 19:45:05,2021-11-11 19:46:16,IP Address,65.112.8.57,100,70,True,2021-11-11 19:46:17,R_2X0t2SsDHLuzUpg,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Only now and then,Yes,,,,,,,,,,,,,Somewhat more likely,Somewhat less likely,Much less likely,,,,Single,White,Male,Somewhat Liberal,8
2021-11-11 19:52:48,2021-11-11 19:56:57,IP Address,107.77.192.13,100,248,True,2021-11-11 19:56:57,R_3KBDkdZ5FVWyfc4,,,,,42.464202880859375,-83.06169891357421875,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,Much less likely,Unchanged,Unchanged,,,,,,,,,,,,,Single,White,Female,Somewhat Liberal,9
2021-11-11 19:55:02,2021-11-11 19:57:02,IP Address,65.112.8.52,100,119,True,2021-11-11 19:57:02,R_vPlb3LFoJsSwCnD,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,Yes,,,,,,,Much more likely,Much less likely,Unchanged,,,,,,,,,,In an exclusive relationship,White,Female,Somewhat Liberal,7
2021-11-11 20:00:34,2021-11-11 20:01:50,IP Address,65.112.8.23,100,76,True,2021-11-11 20:01:50,R_3NIk79w98w0ZWMM,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,No,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Somewhat less likely,Single,Other,Male,Very Liberal,3
2021-11-11 20:02:55,2021-11-11 20:03:47,IP Address,65.112.8.30,100,51,True,2021-11-11 20:03:47,R_12QLvXuF3k2vJEB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Only now and then,,,,,Much less likely,Unchanged,Unchanged,,,,,,,,,,,,,Single,White,Male,,5
2021-11-11 20:09:19,2021-11-11 20:10:20,IP Address,65.112.8.53,100,61,True,2021-11-11 20:10:21,R_1B5QWFI3AaKAO2J,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,Much more likely,Somewhat more likely,Much less likely,,,,,,,In an exclusive relationship,White,Female,Somewhat Liberal,5
2021-11-11 20:12:19,2021-11-11 20:13:24,IP Address,65.112.8.27,100,65,True,2021-11-11 20:13:24,R_1BUZnveVnETfm5e,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,In an exclusive relationship,Asian/Pacific Islander,Female,Very Liberal,8
2021-11-11 20:13:26,2021-11-11 20:14:09,IP Address,65.112.8.27,100,42,True,2021-11-11 20:14:09,R_5vHlh2QoJOJ7lmN,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,Single,Asian/Pacific Islander,Female,Very Liberal,7.3
2021-11-11 20:15:28,2021-11-11 20:16:33,IP Address,65.112.8.16,100,64,True,2021-11-11 20:16:33,R_3D6CNM39Kr9ivnC,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,,,,,,,,,,,,,,,,Somewhat more likely,Somewhat less likely,Unchanged,In an exclusive relationship,Other,Male,Moderate,
2021-11-11 20:23:48,2021-11-11 20:24:30,IP Address,172.58.220.199,100,41,True,2021-11-11 20:24:30,R_2zl8DbZ03Bw1d2c,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,No,,,,,,,,,,Unchanged,Unchanged,Unchanged,,,,,,,Single,Asian/Pacific Islander,Female,Moderate,7
2021-11-11 20:31:31,2021-11-11 20:32:15,IP Address,172.225.170.105,100,44,True,2021-11-11 20:32:16,R_1dNyfR371xqTRFe,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,,,,Much less likely,Much more likely,Somewhat less likely,,,,,,,,,,,,,In an exclusive relationship,White,Male,Very Liberal,8
2021-11-11 20:30:47,2021-11-11 20:33:24,IP Address,65.112.8.50,100,157,True,2021-11-11 20:33:24,R_1osV9iY0jYUwnO7,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,,,,,,,,,,,,,,,,Unchanged,Somewhat less likely,Unchanged,Single,White,Male,Very Liberal,7.2
2021-11-11 20:36:13,2021-11-11 20:37:18,IP Address,65.112.8.56,100,64,True,2021-11-11 20:37:19,R_1mdXQfyClGahkTG,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,Somewhat more likely,Somewhat more likely,Much less likely,,,,,,,,,,,,,,,,In an exclusive relationship,White,Male,Somewhat Conservative,8
2021-11-11 20:36:53,2021-11-11 20:38:33,IP Address,65.112.8.26,100,100,True,2021-11-11 20:38:33,R_eypHswb5FPmNo7D,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.800000011920928955078125,Sometimes,Only now and then,Yes,Much more likely,Unchanged,Much less likely,,,,,,,,,,,,,,,,Other,Asian/Pacific Islander,Female,Very Conservative,7
2021-11-11 20:39:12,2021-11-11 20:40:16,IP Address,65.112.8.54,100,63,True,2021-11-11 20:40:16,R_268sl8sf2tlKgt4,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Only now and then,Yes,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,Single,White,Non-binary,Very Liberal,7
2021-11-11 20:41:48,2021-11-11 20:43:06,IP Address,65.112.8.52,100,77,True,2021-11-11 20:43:07,R_1K8YKKkC7XacmIY,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,Yes,,,,,,,,,,,,,Much less likely,Somewhat more likely,Much less likely,,,,Single,Other,Female,Very Liberal,7
2021-11-11 20:53:15,2021-11-11 20:53:58,IP Address,65.112.8.16,100,43,True,2021-11-11 20:53:59,R_1IZ52MLs2tocG0Y,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Some of the time,No,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Unchanged,Single,Hispanic,Female,Somewhat Liberal,
2021-11-11 20:45:58,2021-11-11 20:54:48,IP Address,205.166.145.254,100,529,True,2021-11-11 20:54:48,R_2XjoSTxfVdxT0Cw,,,,,42.33880615234375,-71.072601318359375,anonymous,EN,1,Never,Some of the time,No,,,,Somewhat less likely,Somewhat less likely,Somewhat more likely,,,,,,,,,,,,,Single,Hispanic,Male,Moderate,6.5
2021-11-11 20:55:41,2021-11-11 20:57:00,IP Address,65.112.8.16,100,79,True,2021-11-11 20:57:00,R_31oLKVUigBGW9is,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Only now and then,No,,,,,,,,,,Somewhat more likely,Somewhat less likely,Much less likely,,,,,,,In an exclusive relationship,Hispanic,Female,Moderate,7.5
2021-11-11 20:59:05,2021-11-11 21:00:58,IP Address,37.19.196.206,100,113,True,2021-11-11 21:00:59,R_Z8gVPQ2gGC6TDPj,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,1,Never,Some of the time,Yes,,,,Somewhat less likely,Somewhat less likely,Somewhat more likely,,,,,,,,,,,,,Single,Black or African American,Female,Somewhat Liberal,6.5
2021-11-11 21:00:49,2021-11-11 21:02:00,IP Address,65.112.8.28,100,70,True,2021-11-11 21:02:01,R_1kSxfYauPhXrSIT,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Only now and then,Yes,,,,,,,,,,,,,Much more likely,Somewhat more likely,Much less likely,,,,Single,White,Female,Somewhat Liberal,8
2021-11-11 21:01:58,2021-11-11 21:02:52,IP Address,172.58.222.214,100,54,True,2021-11-11 21:02:52,R_1cZyAl8T98nstxi,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,1,Rarely,Some of the time,No,,,,,,,Somewhat more likely,Somewhat less likely,Much more likely,,,,,,,,,,In an exclusive relationship,White,Female,Moderate,7.1
2021-11-11 21:02:21,2021-11-11 21:03:10,IP Address,65.112.8.29,100,49,True,2021-11-11 21:03:10,R_3GuFtyC5285lkQY,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Some of the time,Yes,,,,,,,,,,,,,,,,Unchanged,Somewhat less likely,Unchanged,Single,Black or African American,,Somewhat Liberal,8.6
2021-11-11 21:00:57,2021-11-11 21:03:54,IP Address,65.112.8.19,100,177,True,2021-11-11 21:03:55,R_2TNTF4ko2eF1j5z,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,Yes,,,,,,,,,,Somewhat more likely,Much less likely,Much less likely,,,,,,,Single,White,Female,Very Liberal,9.5
2021-11-11 21:02:48,2021-11-11 21:03:56,IP Address,65.112.8.55,100,68,True,2021-11-11 21:03:56,R_3GrJvC2FZOXpJ3D,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,,,,Unchanged,Unchanged,Unchanged,,,,Single,Hispanic,Female,Moderate,
2021-11-11 21:02:54,2021-11-11 21:04:12,IP Address,65.112.8.60,100,78,True,2021-11-11 21:04:13,R_27J9T9MQ51x2a5s,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,No,,,,,,,,,,Somewhat less likely,Somewhat more likely,Somewhat more likely,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Female,Somewhat Conservative,7
2021-11-11 21:02:29,2021-11-11 21:04:16,IP Address,65.112.8.60,100,106,True,2021-11-11 21:04:16,R_1P4S8j03cn7fSPP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Very often,Only now and then,No,Much less likely,Unchanged,Much more likely,,,,,,,,,,,,,,,,Single,White,Male,Very Liberal,9.9
2021-11-11 21:03:14,2021-11-11 21:04:37,IP Address,65.112.8.19,100,83,True,2021-11-11 21:04:38,R_2thhoje5BUHEYha,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,Yes,Much less likely,Somewhat less likely,Much more likely,,,,,,,,,,,,,,,,Single,White,Female,Very Liberal,7.4
2021-11-11 21:04:25,2021-11-11 21:06:24,IP Address,65.112.8.54,100,118,True,2021-11-11 21:06:25,R_3qlp63ipiT0EVT8,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,Yes,,,,,,,,,,,,,,,,Somewhat more likely,Somewhat less likely,Somewhat more likely,In an exclusive relationship,Asian/Pacific Islander,Female,Somewhat Liberal,6
2021-11-11 21:10:04,2021-11-11 21:10:44,IP Address,65.112.8.22,100,40,True,2021-11-11 21:10:44,R_3L8dIXPXrJXYQcw,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Some of the time,Yes,,,,,,,Somewhat more likely,Somewhat less likely,Somewhat less likely,,,,,,,,,,Single,Black or African American,Female,Very Liberal,7
2021-11-11 21:12:16,2021-11-11 21:13:13,IP Address,65.112.8.54,100,56,True,2021-11-11 21:13:13,R_1Io5HbzwVCe9XCE,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,No,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Somewhat more likely,Single,Black or African American,Female,Very Liberal,7.5
2021-11-11 21:12:02,2021-11-11 21:13:37,IP Address,65.112.8.54,100,95,True,2021-11-11 21:13:37,R_3sbkPHhV4DhaRQV,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,,,,Somewhat less likely,Somewhat less likely,Unchanged,,,,,,,,,,,,,In an exclusive relationship,White,Male,Moderate,6.9
2021-11-11 21:12:56,2021-11-11 21:14:11,IP Address,65.112.8.22,100,74,True,2021-11-11 21:14:11,R_yELT2CDSNKpMuid,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,Single,Asian/Pacific Islander,Female,Very Liberal,10
2021-11-11 21:13:08,2021-11-11 21:14:52,IP Address,172.58.190.154,100,103,True,2021-11-11 21:14:52,R_30ozVfcmTaP4zde,,,,,38.9091033935546875,-77.02030181884765625,anonymous,EN,1,Never,Only now and then,No,,,,,,,,,,Somewhat less likely,Somewhat less likely,Somewhat less likely,,,,,,,In an exclusive relationship,White,Female,Somewhat Liberal,7.6
2021-11-11 21:16:18,2021-11-11 21:17:11,IP Address,65.112.8.53,100,53,True,2021-11-11 21:17:12,R_3J7Siao8psWlfeF,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,Yes,Much less likely,Much less likely,Much more likely,,,,,,,,,,,,,,,,Single,Hispanic,Female,Very Liberal,5
2021-11-11 21:17:11,2021-11-11 21:18:00,IP Address,65.112.8.29,100,49,True,2021-11-11 21:18:01,R_XvRwheVZ4DowYTf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,In an exclusive relationship,Other,Non-binary,Very Liberal,7
2021-11-11 21:18:00,2021-11-11 21:18:44,IP Address,65.112.8.51,100,44,True,2021-11-11 21:18:45,R_2VjN9WQ31A6HHST,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,Much less likely,Unchanged,Unchanged,,,,,,,,,,,,,,,,Single,White,Male,Somewhat Liberal,5
